id,name,host_id,host_name,host_is_superhost,neighbourhood,room_type,price,minimum_nights,number_of_reviews,review_scores_rating,availability_365,latitude,longitude,calculated_host_listings_count,instant_bookable
10000906,Charming Private room in Neukölln,20000173,Host_173,f,Neukölln,Private room,51,1,34,4.01,238,52.476741820016336,13.410142846223016,1,f
10000907,Charming Entire home/apt in Kreuzberg,20000214,Host_214,f,Kreuzberg,Entire home/apt,118,2,9,4.15,116,52.49861662064259,13.385845657239877,1,t
10000908,Charming Private room in Lichtenberg,20000454,Host_454,f,Lichtenberg,Private room,39,7,0,,248,52.537815930140404,13.511040153401346,1,t
10000909,Charming Entire home/apt in Steglitz,20000008,Host_8,f,Steglitz,Entire home/apt,76,1,35,4.77,38,52.445699043725426,13.309806194145901,1,t
10000910,Charming Entire home/apt in Schöneberg,20000172,Host_172,f,Schöneberg,Entire home/apt,125,3,50,4.09,306,52.47786166461794,13.338815832644547,1,f
10000911,Charming Entire home/apt in Wedding,20000189,Host_189,f,Wedding,Entire home/apt,86,1,82,4.32,298,52.551519210128525,13.351742136832145,2,t
10000912,Charming Entire home/apt in Mitte,20000255,Host_255,f,Mitte,Entire home/apt,120,1,45,4.51,141,52.51210604523415,13.379797689283615,1,f
10000913,Charming Entire home/apt in Charlottenburg,20000136,Host_136,f,Charlottenburg,Entire home/apt,103,1,63,4.6,307,52.52213094977869,13.305735114552709,1,t
10000914,Charming Entire home/apt in Mitte,20000081,Host_81,f,Mitte,Entire home/apt,209,1,20,3.93,77,52.50537116062261,13.411471899365907,1,f
10000915,Charming Entire home/apt in Friedrichshain,20000385,Host_385,t,Friedrichshain,Entire home/apt,120,1,68,4.76,265,52.50749319012949,13.461715657049208,1,t
10000916,Charming Private room in Kreuzberg,20000012,Host_12,f,Kreuzberg,Private room,61,1,11,4.46,214,52.495869787825846,13.387293325934033,1,f
10000917,Charming Private room in Wedding,20000111,Host_111,f,Wedding,Private room,36,1,45,4.26,116,52.54618975333135,13.382192226427913,1,t
10000918,Charming Entire home/apt in Wedding,20000464,Host_464,f,Wedding,Entire home/apt,64,5,43,4.76,193,52.53933142471046,13.357087063794479,1,f
10000919,Charming Entire home/apt in Wedding,20000274,Host_274,t,Wedding,Entire home/apt,107,30,18,4.6,94,52.54855350293439,13.332800597919743,10,t
10000920,Charming Entire home/apt in Wedding,20000023,Host_23,f,Wedding,Entire home/apt,61,2,74,4.26,142,52.538952261389625,13.377740701478116,1,t
10000921,Charming Entire home/apt in Tempelhof,20000254,Host_254,f,Tempelhof,Entire home/apt,73,1,18,4.14,262,52.45434891133887,13.382122293420059,1,f
10000922,Charming Entire home/apt in Charlottenburg,20000268,Host_268,f,Charlottenburg,Entire home/apt,107,2,0,,228,52.528513334395846,13.295331801984343,1,t
10000923,Charming Private room in Prenzlauer Berg,20000297,Host_297,f,Prenzlauer Berg,Private room,66,1,80,3.91,341,52.54176510340547,13.42718547786327,1,t
10000924,Charming Private room in Pankow,20000067,Host_67,f,Pankow,Private room,43,2,0,,100,52.56607190004957,13.401449019626543,1,f
10000925,Charming Private room in Steglitz,20000192,Host_192,f,Steglitz,Private room,42,2,1,3.95,310,52.455964596779836,13.319875736027623,1,f
10000926,Charming Entire home/apt in Kreuzberg,20000203,Host_203,t,Kreuzberg,Entire home/apt,118,2,154,4.91,12,52.50182374696585,13.38662275514068,2,f
10000927,Charming Entire home/apt in Charlottenburg,20000220,Host_220,f,Charlottenburg,Entire home/apt,131,2,50,4.33,308,52.50384045659944,13.297717137023668,1,f
10000928,Charming Entire home/apt in Wedding,20000021,Host_21,f,Wedding,Entire home/apt,59,2,41,4.9,142,52.55287424575746,13.358636871447056,1,f
10000929,Charming Entire home/apt in Neukölln,20000032,Host_32,t,Neukölln,Entire home/apt,73,2,67,4.75,243,52.47643065160865,13.420490783345581,1,t
10000930,Charming Private room in Schöneberg,20000071,Host_71,t,Schöneberg,Private room,64,3,43,4.75,231,52.48064024567692,13.360160796568495,1,f
10000931,Charming Entire home/apt in Steglitz,20000432,Host_432,f,Steglitz,Entire home/apt,86,2,27,4.62,54,52.45155524157125,13.339291189196326,2,t
10000932,Charming Entire home/apt in Steglitz,20000458,Host_458,t,Steglitz,Entire home/apt,136,2,107,4.67,8,52.4358802134372,13.300266482477397,2,f
10000933,Charming Entire home/apt in Charlottenburg,20000055,Host_55,f,Charlottenburg,Entire home/apt,181,2,10,4.76,5,52.518240984435025,13.297708666302707,2,t
10000934,Charming Entire home/apt in Schöneberg,20000259,Host_259,f,Schöneberg,Entire home/apt,113,1,11,4.66,290,52.484588939691335,13.344432654416208,1,f
10000935,Charming Private room in Kreuzberg,20000446,Host_446,f,Kreuzberg,Private room,75,2,38,4.26,62,52.49564943810195,13.384857155714284,2,f
10000936,Charming Private room in Neukölln,20000424,Host_424,f,Neukölln,Private room,57,2,4,4.04,182,52.468459773475715,13.420015954356316,3,t
10000937,Charming Private room in Prenzlauer Berg,20000201,Host_201,f,Prenzlauer Berg,Private room,90,1,3,4.72,189,52.54699264116344,13.42660461080144,4,t
10000938,Charming Entire home/apt in Neukölln,20000216,Host_216,f,Neukölln,Entire home/apt,67,1,4,3.88,287,52.48260230364613,13.418273163512369,1,f
10000939,Charming Private room in Wedding,20000016,Host_16,f,Wedding,Private room,49,1,60,4.36,190,52.554469836443275,13.372018666819915,1,t
10000940,Charming Private room in Wedding,20000111,Host_111,f,Wedding,Private room,36,2,2,3.99,49,52.54778897349331,13.35930429271147,1,t
10000941,Charming Private room in Steglitz,20000155,Host_155,f,Steglitz,Private room,43,2,62,4.56,269,52.469931791883916,13.329593375803405,1,t
10000942,Charming Entire home/apt in Prenzlauer Berg,20000257,Host_257,f,Prenzlauer Berg,Entire home/apt,146,1,2,4.78,350,52.52858892510813,13.417045969625779,1,t
10000943,Charming Entire home/apt in Neukölln,20000477,Host_477,f,Neukölln,Entire home/apt,105,1,29,4.65,281,52.48168906133121,13.433010938826394,3,t
10000944,Charming Shared room in Friedrichshain,20000029,Host_29,f,Friedrichshain,Shared room,37,2,14,4.22,131,52.49974459755732,13.49106870567367,10,t
10000945,Charming Entire home/apt in Kreuzberg,20000098,Host_98,f,Kreuzberg,Entire home/apt,106,2,2,4.56,92,52.50212970749723,13.381115660712906,2,t
10000946,Charming Entire home/apt in Friedrichshain,20000189,Host_189,f,Friedrichshain,Entire home/apt,99,3,4,3.91,161,52.53258692836955,13.481411629116707,1,t
10000947,Charming Private room in Charlottenburg,20000213,Host_213,f,Charlottenburg,Private room,89,5,21,4.65,304,52.50955979646756,13.306267884094718,1,f
10000948,Charming Entire home/apt in Charlottenburg,20000257,Host_257,t,Charlottenburg,Entire home/apt,200,3,8,4.76,192,52.51117263352003,13.288994274886123,2,t
10000949,Charming Private room in Tempelhof,20000175,Host_175,f,Tempelhof,Private room,64,2,20,4.53,273,52.45579964010648,13.386387428071806,1,t
10000950,Charming Shared room in Wedding,20000337,Host_337,f,Wedding,Shared room,20,1,27,4.74,363,52.54250197868012,13.349349768356626,1,t
10000951,Charming Private room in Steglitz,20000241,Host_241,f,Steglitz,Private room,55,2,9,4.27,240,52.45251894518577,13.325747134391998,1,f
10000952,Charming Entire home/apt in Mitte,20000071,Host_71,f,Mitte,Entire home/apt,122,1,6,4.2,173,52.51668598896304,13.411725955247944,10,f
10000953,Charming Entire home/apt in Lichtenberg,20000063,Host_63,f,Lichtenberg,Entire home/apt,92,1,49,4.14,111,52.52744209403591,13.496998345478438,1,f
10000954,Charming Entire home/apt in Charlottenburg,20000112,Host_112,f,Charlottenburg,Entire home/apt,121,5,7,4.67,105,52.51265879902827,13.297502775295886,10,f
10000955,Charming Entire home/apt in Schöneberg,20000350,Host_350,t,Schöneberg,Entire home/apt,94,2,19,4.77,120,52.492376536193085,13.356312043371224,10,t
10000956,Charming Private room in Neukölln,20000084,Host_84,t,Neukölln,Private room,61,2,4,4.81,69,52.4870923883089,13.43002202707267,1,f
10000957,Charming Entire home/apt in Mitte,20000257,Host_257,t,Mitte,Entire home/apt,121,2,34,4.99,66,52.51604953147831,13.40963570252536,1,f
10000958,Charming Entire home/apt in Steglitz,20000428,Host_428,f,Steglitz,Entire home/apt,108,1,22,3.93,8,52.450997853777274,13.31524959165588,1,t
10000959,Charming Entire home/apt in Wedding,20000388,Host_388,f,Wedding,Entire home/apt,60,2,14,4.13,130,52.56652725907398,13.345605050101668,1,f
10000960,Charming Entire home/apt in Pankow,20000263,Host_263,t,Pankow,Entire home/apt,113,7,189,4.89,157,52.57230622328238,13.433350805269638,1,f
10000961,Charming Entire home/apt in Wedding,20000075,Host_75,f,Wedding,Entire home/apt,93,2,13,3.99,221,52.5509809861285,13.35109561994228,1,f
10000962,Charming Private room in Pankow,20000049,Host_49,f,Pankow,Private room,66,2,20,4.22,324,52.57376221432263,13.440125704116703,2,t
10000963,Charming Private room in Wedding,20000159,Host_159,f,Wedding,Private room,49,1,11,4.4,116,52.55568695282922,13.353930422199385,1,f
10000964,Charming Entire home/apt in Kreuzberg,20000427,Host_427,t,Kreuzberg,Entire home/apt,105,3,15,4.62,324,52.500861639123244,13.395187062901103,2,t
10000965,Charming Entire home/apt in Charlottenburg,20000068,Host_68,f,Charlottenburg,Entire home/apt,123,3,3,4.15,24,52.52616384967931,13.291666430268444,1,t
10000966,Charming Entire home/apt in Tempelhof,20000364,Host_364,f,Tempelhof,Entire home/apt,78,1,26,3.92,340,52.46315087267255,13.398537696623542,1,f
10000967,Charming Private room in Schöneberg,20000259,Host_259,t,Schöneberg,Private room,60,1,119,4.99,29,52.49107006432689,13.357662351778151,1,f
10000968,Charming Entire home/apt in Charlottenburg,20000340,Host_340,t,Charlottenburg,Entire home/apt,121,5,26,4.92,76,52.51138392589866,13.297111149911585,4,t
10000969,Charming Entire home/apt in Tempelhof,20000207,Host_207,f,Tempelhof,Entire home/apt,131,5,13,4.58,15,52.455546454323205,13.375960908211217,2,f
10000970,Charming Private room in Steglitz,20000203,Host_203,f,Steglitz,Private room,39,7,1,4.85,36,52.45706689806744,13.31737358624249,3,f
10000971,Charming Entire home/apt in Schöneberg,20000492,Host_492,f,Schöneberg,Entire home/apt,144,2,45,3.91,336,52.48732163870389,13.331708825294175,10,f
10000972,Charming Private room in Pankow,20000373,Host_373,t,Pankow,Private room,70,2,58,4.77,281,52.58066448825366,13.382227375506684,1,f
10000973,Charming Entire home/apt in Prenzlauer Berg,20000470,Host_470,f,Prenzlauer Berg,Entire home/apt,155,2,28,4.5,337,52.53858951734842,13.417879373722926,1,t
10000974,Charming Private room in Kreuzberg,20000167,Host_167,f,Kreuzberg,Private room,63,2,1,4.44,272,52.50066717892201,13.397620887526314,1,t
10000975,Charming Private room in Steglitz,20000258,Host_258,f,Steglitz,Private room,49,1,9,3.95,34,52.468096043614196,13.351337056752534,1,t
10000976,Charming Entire home/apt in Mitte,20000025,Host_25,f,Mitte,Entire home/apt,136,7,55,4.13,291,52.52809258628124,13.423484929078219,2,t
10000977,Charming Entire home/apt in Friedrichshain,20000298,Host_298,f,Friedrichshain,Entire home/apt,112,3,19,4.72,243,52.52095984801719,13.458680157689102,1,f
10000978,Charming Entire home/apt in Schöneberg,20000190,Host_190,t,Schöneberg,Entire home/apt,171,2,21,4.85,67,52.48765826027575,13.346902087914259,1,t
10000979,Charming Entire home/apt in Lichtenberg,20000225,Host_225,t,Lichtenberg,Entire home/apt,102,2,52,4.68,130,52.536943657938444,13.524864161890337,1,t
10000980,Charming Entire home/apt in Tempelhof,20000177,Host_177,f,Tempelhof,Entire home/apt,78,2,31,4.12,206,52.459361765203084,13.36243319020064,1,f
10000981,Charming Entire home/apt in Neukölln,20000342,Host_342,t,Neukölln,Entire home/apt,126,2,16,4.6,243,52.48686731283555,13.433088741203536,1,t
10000982,Charming Private room in Pankow,20000038,Host_38,t,Pankow,Private room,60,1,11,4.96,114,52.56728285683819,13.403151052662908,1,t
10000983,Charming Entire home/apt in Schöneberg,20000067,Host_67,f,Schöneberg,Entire home/apt,124,1,99,4.45,203,52.48427628100123,13.386575868303819,2,f
10000984,Charming Entire home/apt in Wedding,20000165,Host_165,t,Wedding,Entire home/apt,98,7,71,4.94,136,52.55012744389692,13.367528796370607,1,t
10000985,Charming Shared room in Schöneberg,20000116,Host_116,f,Schöneberg,Shared room,36,2,23,4.55,0,52.48469028821484,13.350371150392915,1,t
10000986,Charming Entire home/apt in Prenzlauer Berg,20000079,Host_79,t,Prenzlauer Berg,Entire home/apt,150,2,10,4.94,40,52.537799233936575,13.411088021714347,1,f
10000987,Charming Private room in Tempelhof,20000100,Host_100,f,Tempelhof,Private room,65,1,169,3.91,15,52.46881900233701,13.38546775097617,2,f
10000988,Charming Private room in Pankow,20000004,Host_4,f,Pankow,Private room,56,3,31,4.15,3,52.58013427287096,13.412354911460627,1,f
10000989,Charming Entire home/apt in Wedding,20000396,Host_396,f,Wedding,Entire home/apt,57,1,54,4.51,277,52.56626766074814,13.353623577878972,3,t
10000990,Charming Private room in Lichtenberg,20000405,Host_405,f,Lichtenberg,Private room,48,1,45,4.51,166,52.53670003774849,13.524159493445017,1,f
10000991,Charming Entire home/apt in Neukölln,20000262,Host_262,f,Neukölln,Entire home/apt,103,5,8,4.88,14,52.48971035235311,13.430947299846514,1,f
10000992,Charming Entire home/apt in Charlottenburg,20000147,Host_147,f,Charlottenburg,Entire home/apt,159,5,11,4.36,40,52.51703906816521,13.302824418480702,1,f
10000993,Charming Entire home/apt in Wedding,20000378,Host_378,f,Wedding,Entire home/apt,75,2,83,4.78,263,52.54335713956782,13.326744214124297,4,t
10000994,Charming Entire home/apt in Pankow,20000328,Host_328,f,Pankow,Entire home/apt,140,1,33,4.88,337,52.57529125763478,13.412002179843281,1,t
10000995,Charming Entire home/apt in Pankow,20000115,Host_115,t,Pankow,Entire home/apt,134,1,14,4.86,58,52.58351025622339,13.402236987442313,1,f
10000996,Charming Entire home/apt in Tempelhof,20000443,Host_443,f,Tempelhof,Entire home/apt,134,2,17,4.33,137,52.46237991826986,13.389073430904183,1,f
10000997,Charming Private room in Friedrichshain,20000222,Host_222,f,Friedrichshain,Private room,48,3,15,4.11,218,52.510153714354,13.456151264460223,1,t
10000998,Charming Private room in Tempelhof,20000341,Host_341,f,Tempelhof,Private room,45,2,24,4.34,215,52.46610864410128,13.413133662223926,1,t
10000999,Charming Shared room in Friedrichshain,20000321,Host_321,f,Friedrichshain,Shared room,26,3,4,4.22,11,52.51937521292308,13.483064073904913,1,t
10001000,Charming Entire home/apt in Mitte,20000383,Host_383,f,Mitte,Entire home/apt,215,1,1,4.04,106,52.49527554341906,13.41672201121371,1,t
